Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Chrome 68.0.3440.106,,2018-08-28 10:53:10,2018-08-28 10:53:11,"0,959s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-28 10:53:11,2018-08-28 10:53:13,"1,680s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:13,2018-08-28 10:53:14,"0,912s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:14,2018-08-28 10:53:14,"0,117s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:14,2018-08-28 10:53:15,"0,860s",FAILED
,,,,,,
Test Cases/Reviews/Written_review_ Existing acc - unverified,Chrome 68.0.3440.106,,2018-08-28 10:53:15,2018-08-28 10:53:24,"9,297s",FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-28 10:53:15,2018-08-28 10:53:16,"1,048s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-28 10:53:16,2018-08-28 10:53:18,"1,567s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:18,2018-08-28 10:53:18,"0,750s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:18,2018-08-28 10:53:20,"1,637s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:20,2018-08-28 10:53:20,"0,123s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-28 10:53:20,2018-08-28 10:53:20,"0,416s",PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-28 10:53:20,2018-08-28 10:53:20,"0,001s",NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-28 10:53:20,2018-08-28 10:53:21,"0,207s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:21,2018-08-28 10:53:21,"0,093s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:21,2018-08-28 10:53:21,"0,075s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-28 10:53:21,2018-08-28 10:53:21,"0,188s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:21,2018-08-28 10:53:21,"0,066s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-28 10:53:21,2018-08-28 10:53:23,"2,095s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:23,2018-08-28 10:53:23,"0,082s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:23,2018-08-28 10:53:23,"0,093s",PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-08-28 10:53:23,2018-08-28 10:53:23,"0,074s",PASSED
click,Chrome 68.0.3440.106,,2018-08-28 10:53:23,2018-08-28 10:53:24,"0,622s",FAILED
