Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 15:29:53,2018-08-27 15:29:55,"2,181s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:29:55,2018-08-27 15:29:57,"2,021s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:29:57,2018-08-27 15:29:58,"1,050s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:29:58,2018-08-27 15:29:59,"0,965s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:29:59,2018-08-27 15:30:02,"2,256s",PASSED
,,,,,,
Test Cases/CA_Test_5,Chrome 68.0.3440.106,,2018-08-27 15:30:02,2018-08-27 15:30:08,"6,682s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 15:30:02,2018-08-27 15:30:03,"1,475s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 15:30:03,2018-08-27 15:30:05,"2,113s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 15:30:05,2018-08-27 15:30:06,"0,432s",PASSED
sendKeys,Chrome 68.0.3440.106,,2018-08-27 15:30:06,2018-08-27 15:30:08,"2,443s",PASSED
,,,,,,
Test Cases/CA_Test_6,Chrome 68.0.3440.106,,2018-08-27 15:30:08,2018-08-27 15:30:16,"7,382s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 15:30:08,2018-08-27 15:30:10,"1,248s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 15:30:10,2018-08-27 15:30:12,"2,414s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:12,2018-08-27 15:30:16,"3,611s",PASSED
,,,,,,
Test Cases/VideoReview/Written_review_ Existing acc - unverified,Chrome 68.0.3440.106,,2018-08-27 15:30:16,2018-08-27 15:30:28,"12,599s",FAILED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 15:30:16,2018-08-27 15:30:17,"1,431s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 15:30:17,2018-08-27 15:30:19,"1,575s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:19,2018-08-27 15:30:20,"1,564s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:20,2018-08-27 15:30:22,"1,883s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:22,2018-08-27 15:30:22,"0,145s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 15:30:22,2018-08-27 15:30:23,"0,409s",PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:23,"0,004s",NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:23,"0,213s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:23,"0,096s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:23,"0,079s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:23,"0,202s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:23,2018-08-27 15:30:24,"0,080s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 15:30:24,2018-08-27 15:30:27,"2,991s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:27,2018-08-27 15:30:27,"0,118s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:27,2018-08-27 15:30:27,"0,128s",PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-08-27 15:30:27,2018-08-27 15:30:27,"0,092s",PASSED
click,Chrome 68.0.3440.106,,2018-08-27 15:30:27,2018-08-27 15:30:28,"1,332s",FAILED
