Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CA_Suite_1,Chrome 68.0.3440.106,,2018-08-23 15:02:59,2018-08-23 15:04:51,"1m - 52,203s",PASSED
,,,,,,
Test Cases/CA_Test_1,Chrome 68.0.3440.106,,2018-08-23 15:03:00,2018-08-23 15:03:24,"23,736s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-23 15:03:01,2018-08-23 15:03:09,"7,357s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-23 15:03:09,2018-08-23 15:03:15,"6,556s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:15,2018-08-23 15:03:22,"7,259s",PASSED
verifyElementClickable,Chrome 68.0.3440.106,,2018-08-23 15:03:22,2018-08-23 15:03:23,"0,547s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:23,2018-08-23 15:03:24,"0,763s",PASSED
,,,,,,
Test Cases/CA_Test_2,Chrome 68.0.3440.106,,2018-08-23 15:03:24,2018-08-23 15:03:43,"19,640s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-23 15:03:25,2018-08-23 15:03:28,"3,112s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-23 15:03:28,2018-08-23 15:03:34,"6,045s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:34,2018-08-23 15:03:37,"3,451s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:37,2018-08-23 15:03:38,"0,768s",PASSED
verifyElementClickable,Chrome 68.0.3440.106,,2018-08-23 15:03:38,2018-08-23 15:03:38,"0,504s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:38,2018-08-23 15:03:43,"4,909s",PASSED
,,,,,,
Test Cases/CA_Test_3,Chrome 68.0.3440.106,,2018-08-23 15:03:43,2018-08-23 15:03:57,"13,223s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-23 15:03:44,2018-08-23 15:03:47,"3,199s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-23 15:03:47,2018-08-23 15:03:52,"5,080s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:03:52,2018-08-23 15:03:57,"4,427s",PASSED
,,,,,,
Test Cases/VideoReview/Written_review_ Existing acc - unverified,Chrome 68.0.3440.106,,2018-08-23 15:03:57,2018-08-23 15:04:51,"54,105s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-23 15:03:57,2018-08-23 15:04:00,"2,613s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-23 15:04:00,2018-08-23 15:04:06,"6,211s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:06,2018-08-23 15:04:09,"3,395s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:09,2018-08-23 15:04:16,"6,407s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:16,2018-08-23 15:04:16,"0,466s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-23 15:04:16,2018-08-23 15:04:17,"0,664s",PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-23 15:04:17,2018-08-23 15:04:17,"0,002s",NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-23 15:04:17,2018-08-23 15:04:18,"0,840s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:18,2018-08-23 15:04:18,"0,200s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:18,2018-08-23 15:04:18,"0,225s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-23 15:04:18,2018-08-23 15:04:19,"0,565s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:19,2018-08-23 15:04:19,"0,177s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-23 15:04:19,2018-08-23 15:04:30,"11,137s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:30,2018-08-23 15:04:30,"0,233s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:30,2018-08-23 15:04:35,"5,072s",PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-08-23 15:04:35,2018-08-23 15:04:36,"0,128s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:36,2018-08-23 15:04:43,"7,256s",PASSED
setText,Chrome 68.0.3440.106,,2018-08-23 15:04:43,2018-08-23 15:04:44,"1,146s",PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-08-23 15:04:44,2018-08-23 15:04:45,"0,935s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:45,2018-08-23 15:04:51,"5,777s",PASSED
click,Chrome 68.0.3440.106,,2018-08-23 15:04:51,2018-08-23 15:04:51,"0,001s",NOT_RUN
